"ID";"RegioS";"Perioden";"TotaleBevolking_1";"Code_289";"Naam_290"
"18901";"GM0860";"1996JJ00";"   34596";"PV30      ";"Noord-Brabant                                     "
"18902";"GM0860";"1997JJ00";"   34886";"PV30      ";"Noord-Brabant                                     "
"18903";"GM0860";"1998JJ00";"   35355";"PV30      ";"Noord-Brabant                                     "
"18904";"GM0860";"1999JJ00";"   35729";"PV30      ";"Noord-Brabant                                     "
"18905";"GM0860";"2000JJ00";"   36143";"PV30      ";"Noord-Brabant                                     "
"18906";"GM0860";"2001JJ00";"   36386";"PV30      ";"Noord-Brabant                                     "
"18907";"GM0860";"2002JJ00";"   36428";"PV30      ";"Noord-Brabant                                     "
"18908";"GM0860";"2003JJ00";"   36467";"PV30      ";"Noord-Brabant                                     "
"18909";"GM0860";"2004JJ00";"   36810";"PV30      ";"Noord-Brabant                                     "
"18910";"GM0860";"2005JJ00";"   36893";"PV30      ";"Noord-Brabant                                     "
"18911";"GM0860";"2006JJ00";"   36777";"PV30      ";"Noord-Brabant                                     "
"18912";"GM0860";"2007JJ00";"   36732";"PV30      ";"Noord-Brabant                                     "
"18913";"GM0860";"2008JJ00";"   36913";"PV30      ";"Noord-Brabant                                     "
"18914";"GM0860";"2009JJ00";"   37125";"PV30      ";"Noord-Brabant                                     "
"18915";"GM0860";"2010JJ00";"   37303";"PV30      ";"Noord-Brabant                                     "
"18916";"GM0860";"2011JJ00";"   37476";"PV30      ";"Noord-Brabant                                     "
"18917";"GM0860";"2012JJ00";"   37553";"PV30      ";"Noord-Brabant                                     "
"18918";"GM0860";"2013JJ00";"   37437";"PV30      ";"Noord-Brabant                                     "
"18919";"GM0860";"2014JJ00";"   37464";"PV30      ";"Noord-Brabant                                     "
"18920";"GM0860";"2015JJ00";"   37754";"PV30      ";"Noord-Brabant                                     "
"18921";"GM0860";"2016JJ00";"   38078";"PV30      ";"Noord-Brabant                                     "
"18922";"GM0860";"2017JJ00";"";"";""
"18923";"GM0860";"2018JJ00";"";"";""
"18924";"GM0860";"2019JJ00";"";"";""
"18925";"GM0860";"2020JJ00";"";"";""
"18926";"GM0860";"2021JJ00";"";"";""
"18927";"GM0860";"2022JJ00";"";"";""
"18928";"GM0861";"1995JJ00";"   40043";"PV30      ";"Noord-Brabant                                     "
"18929";"GM0861";"1996JJ00";"   40313";"PV30      ";"Noord-Brabant                                     "
"18930";"GM0861";"1997JJ00";"   40828";"PV30      ";"Noord-Brabant                                     "
"18931";"GM0861";"1998JJ00";"   41439";"PV30      ";"Noord-Brabant                                     "
"18932";"GM0861";"1999JJ00";"   41767";"PV30      ";"Noord-Brabant                                     "
"18933";"GM0861";"2000JJ00";"   42003";"PV30      ";"Noord-Brabant                                     "
"18934";"GM0861";"2001JJ00";"   42489";"PV30      ";"Noord-Brabant                                     "
"18935";"GM0861";"2002JJ00";"   42718";"PV30      ";"Noord-Brabant                                     "
"18936";"GM0861";"2003JJ00";"   42795";"PV30      ";"Noord-Brabant                                     "
"18937";"GM0861";"2004JJ00";"   42545";"PV30      ";"Noord-Brabant                                     "
"18938";"GM0861";"2005JJ00";"   42763";"PV30      ";"Noord-Brabant                                     "
"18939";"GM0861";"2006JJ00";"   43716";"PV30      ";"Noord-Brabant                                     "
"18940";"GM0861";"2007JJ00";"   43284";"PV30      ";"Noord-Brabant                                     "
"18941";"GM0861";"2008JJ00";"   43056";"PV30      ";"Noord-Brabant                                     "
"18942";"GM0861";"2009JJ00";"   43007";"PV30      ";"Noord-Brabant                                     "
"18943";"GM0861";"2010JJ00";"   43243";"PV30      ";"Noord-Brabant                                     "
"18944";"GM0861";"2011JJ00";"   43592";"PV30      ";"Noord-Brabant                                     "
"18945";"GM0861";"2012JJ00";"   43880";"PV30      ";"Noord-Brabant                                     "
"18946";"GM0861";"2013JJ00";"   44092";"PV30      ";"Noord-Brabant                                     "
"18947";"GM0861";"2014JJ00";"   44155";"PV30      ";"Noord-Brabant                                     "
"18948";"GM0861";"2015JJ00";"   44166";"PV30      ";"Noord-Brabant                                     "
"18949";"GM0861";"2016JJ00";"   44317";"PV30      ";"Noord-Brabant                                     "
"18950";"GM0861";"2017JJ00";"   44724";"PV30      ";"Noord-Brabant                                     "
"18951";"GM0861";"2018JJ00";"   44925";"PV30      ";"Noord-Brabant                                     "
"18952";"GM0861";"2019JJ00";"   45337";"PV30      ";"Noord-Brabant                                     "
"18953";"GM0861";"2020JJ00";"   45466";"PV30      ";"Noord-Brabant                                     "
"18954";"GM0861";"2021JJ00";"   45500";"PV30      ";"Noord-Brabant                                     "
"18955";"GM0861";"2022JJ00";"   45822";"PV30      ";"Noord-Brabant                                     "
"18956";"GM0453";"1995JJ00";"   64490";"PV27      ";"Noord-Holland                                     "
"18957";"GM0453";"1996JJ00";"   65509";"PV27      ";"Noord-Holland                                     "
"18958";"GM0453";"1997JJ00";"   65982";"PV27      ";"Noord-Holland                                     "
"18959";"GM0453";"1998JJ00";"   66157";"PV27      ";"Noord-Holland                                     "
"18960";"GM0453";"1999JJ00";"   66077";"PV27      ";"Noord-Holland                                     "
"18961";"GM0453";"2000JJ00";"   66553";"PV27      ";"Noord-Holland                                     "
"18962";"GM0453";"2001JJ00";"   66977";"PV27      ";"Noord-Holland                                     "
"18963";"GM0453";"2002JJ00";"   67407";"PV27      ";"Noord-Holland                                     "
"18964";"GM0453";"2003JJ00";"   67527";"PV27      ";"Noord-Holland                                     "
"18965";"GM0453";"2004JJ00";"   67642";"PV27      ";"Noord-Holland                                     "
"18966";"GM0453";"2005JJ00";"   67516";"PV27      ";"Noord-Holland                                     "
"18967";"GM0453";"2006JJ00";"   67678";"PV27      ";"Noord-Holland                                     "
"18968";"GM0453";"2007JJ00";"   67635";"PV27      ";"Noord-Holland                                     "
"18969";"GM0453";"2008JJ00";"   67556";"PV27      ";"Noord-Holland                                     "
"18970";"GM0453";"2009JJ00";"   67528";"PV27      ";"Noord-Holland                                     "
"18971";"GM0453";"2010JJ00";"   67281";"PV27      ";"Noord-Holland                                     "
"18972";"GM0453";"2011JJ00";"   67347";"PV27      ";"Noord-Holland                                     "
"18973";"GM0453";"2012JJ00";"   67286";"PV27      ";"Noord-Holland                                     "
"18974";"GM0453";"2013JJ00";"   67122";"PV27      ";"Noord-Holland                                     "
"18975";"GM0453";"2014JJ00";"   67220";"PV27      ";"Noord-Holland                                     "
"18976";"GM0453";"2015JJ00";"   67166";"PV27      ";"Noord-Holland                                     "
"18977";"GM0453";"2016JJ00";"   67448";"PV27      ";"Noord-Holland                                     "
"18978";"GM0453";"2017JJ00";"   67619";"PV27      ";"Noord-Holland                                     "
"18979";"GM0453";"2018JJ00";"   67831";"PV27      ";"Noord-Holland                                     "
"18980";"GM0453";"2019JJ00";"   68348";"PV27      ";"Noord-Holland                                     "
"18981";"GM0453";"2020JJ00";"   68648";"PV27      ";"Noord-Holland                                     "
"18982";"GM0453";"2021JJ00";"   68617";"PV27      ";"Noord-Holland                                     "
"18983";"GM0453";"2022JJ00";"   68482";"PV27      ";"Noord-Holland                                     "
"18984";"GM0454";"1995JJ00";"    7354";"PV27      ";"Noord-Holland                                     "
"18985";"GM0454";"1996JJ00";"    7309";"PV27      ";"Noord-Holland                                     "
"18986";"GM0454";"1997JJ00";"    7259";"PV27      ";"Noord-Holland                                     "
"18987";"GM0454";"1998JJ00";"    7374";"PV27      ";"Noord-Holland                                     "
"18988";"GM0454";"1999JJ00";"    7569";"PV27      ";"Noord-Holland                                     "
"18989";"GM0454";"2000JJ00";"    7635";"PV27      ";"Noord-Holland                                     "
"18990";"GM0454";"2001JJ00";"    7828";"PV27      ";"Noord-Holland                                     "
"18991";"GM0454";"2002JJ00";"    7863";"PV27      ";"Noord-Holland                                     "
"18992";"GM0454";"2003JJ00";"    7879";"PV27      ";"Noord-Holland                                     "
"18993";"GM0454";"2004JJ00";"    7812";"PV27      ";"Noord-Holland                                     "
"18994";"GM0454";"2005JJ00";"    7796";"PV27      ";"Noord-Holland                                     "
"18995";"GM0454";"2006JJ00";"";"";""
"18996";"GM0454";"2007JJ00";"";"";""
"18997";"GM0454";"2008JJ00";"";"";""
"18998";"GM0454";"2009JJ00";"";"";""
"18999";"GM0454";"2010JJ00";"";"";""
"19000";"GM0454";"2011JJ00";"";"";""
"19001";"GM0454";"2012JJ00";"";"";""
"19002";"GM0454";"2013JJ00";"";"";""
"19003";"GM0454";"2014JJ00";"";"";""
"19004";"GM0454";"2015JJ00";"";"";""
"19005";"GM0454";"2016JJ00";"";"";""
"19006";"GM0454";"2017JJ00";"";"";""
"19007";"GM0454";"2018JJ00";"";"";""
"19008";"GM0454";"2019JJ00";"";"";""
"19009";"GM0454";"2020JJ00";"";"";""
"19010";"GM0454";"2021JJ00";"";"";""
"19011";"GM0454";"2022JJ00";"";"";""
"19012";"GM0983";"1995JJ00";"   65152";"PV31      ";"Limburg                                           "
"19013";"GM0983";"1996JJ00";"   64781";"PV31      ";"Limburg                                           "
"19014";"GM0983";"1997JJ00";"   64417";"PV31      ";"Limburg                                           "
"19015";"GM0983";"1998JJ00";"   64411";"PV31      ";"Limburg                                           "
"19016";"GM0983";"1999JJ00";"   64580";"PV31      ";"Limburg                                           "
"19017";"GM0983";"2000JJ00";"   64864";"PV31      ";"Limburg                                           "
"19018";"GM0983";"2001JJ00";"   90500";"PV31      ";"Limburg                                           "
"19019";"GM0983";"2002JJ00";"   91400";"PV31      ";"Limburg                                           "
"19020";"GM0983";"2003JJ00";"   91780";"PV31      ";"Limburg                                           "
"19021";"GM0983";"2004JJ00";"   92094";"PV31      ";"Limburg                                           "
"19022";"GM0983";"2005JJ00";"   92263";"PV31      ";"Limburg                                           "
"19023";"GM0983";"2006JJ00";"   92052";"PV31      ";"Limburg                                           "
"19024";"GM0983";"2007JJ00";"   92091";"PV31      ";"Limburg                                           "
